Formula,identifier,MG?
Al45La25Ni30,AM,TRUE
Al45La30Ni25,AM,TRUE
Al45La35Ni20,AM,TRUE
Al45La40Ni15,AM,TRUE
Al45La45Ni10,AM,TRUE
Al50La25Ni25,AM,TRUE
Al50La30Ni20,AM,TRUE
Al50La35Ni15,AM,TRUE
Al50La40Ni10,AM,TRUE
Al50La45Ni5,AM,TRUE
Al50La50Ni0,AM,TRUE
Al55La20Ni25,AM,TRUE
Al55La40Ni5,AM,TRUE
Al55La45Ni0,AM,TRUE
Al60La20Ni20,AM,TRUE
Al65La15Ni20,AM,TRUE
Al70La5Ni25,AM,TRUE
Al75La5Ni20,AM,TRUE
Al75La10Ni15,AM,TRUE
Al80La10Ni10,AM,TRUE
Al85La5Ni10,AM,TRUE
Al85La10Ni5,AM,TRUE
Al90La10Ni0,AM,TRUE
Al10La25Ni65,AC,FALSE
Al15La25Ni60,AC,FALSE
Al20La20Ni60,AC,FALSE
Al40La15Ni45,AC,FALSE
Al50La15Ni35,AC,FALSE
Al55La30Ni15,AC,FALSE
Al90La5Ni5,AC,FALSE
Al0La30Ni70,CR,FALSE
Al0La40Ni60,CR,FALSE
Al0La50Ni50,CR,FALSE
Al0La80Ni20,CR,FALSE
Al0La90Ni10,CR,FALSE
Al10La10Ni80,CR,FALSE
Al10La20Ni70,CR,FALSE
Al10La90Ni0,CR,FALSE
Al20La10Ni70,CR,FALSE
Al30La10Ni60,CR,FALSE
Al30La15Ni55,CR,FALSE
Al40La10Ni50,CR,FALSE
Al50La10Ni40,CR,FALSE
Al55La35Ni10,CR,FALSE
Al60La10Ni30,CR,FALSE
Al60La30Ni10,CR,FALSE
Al60La40Ni0,CR,FALSE
Al65La25Ni10,CR,FALSE
Al65La30Ni5,CR,FALSE
Al70La15Ni15,CR,FALSE
Al70La20Ni10,CR,FALSE
Al70La25Ni5,CR,FALSE
Al70La30Ni0,CR,FALSE
Al75La15Ni10,CR,FALSE
Al80La15Ni5,CR,FALSE
Al80La20Ni0,CR,FALSE
Al0La60Ni40,AM,TRUE
Al0La70Ni30,AM,TRUE
Al5La40Ni55,AM,TRUE
Al5La55Ni40,AM,TRUE
Al5La65Ni30,AM,TRUE
Al5La75Ni20,AM,TRUE
Al10La30Ni60,AM,TRUE
Al10La35Ni55,AM,TRUE
Al10La40Ni50,AM,TRUE
Al10La45Ni45,AM,TRUE
Al10La50Ni40,AM,TRUE
Al10La55Ni35,AM,TRUE
Al10La60Ni30,AM,TRUE
Al10La65Ni25,AM,TRUE
Al10La70Ni20,AM,TRUE
Al10La75Ni15,AM,TRUE
Al10La80Ni10,AM,TRUE
Al15La30Ni55,AM,TRUE
Al15La40Ni45,AM,TRUE
Al15La50Ni35,AM,TRUE
Al15La55Ni30,AM,TRUE
Al15La60Ni25,AM,TRUE
Al15La65Ni20,AM,TRUE
Al15La70Ni15,AM,TRUE
Al15La75Ni10,AM,TRUE
Al15La80Ni5,AM,TRUE
Al20La30Ni50,AM,TRUE
Al20La35Ni45,AM,TRUE
Al20La40Ni40,AM,TRUE
Al20La45Ni35,AM,TRUE
Al20La50Ni30,AM,TRUE
Al20La55Ni25,AM,TRUE
Al20La60Ni20,AM,TRUE
Al20La65Ni15,AM,TRUE
Al20La70Ni10,AM,TRUE
Al20La75Ni5,AM,TRUE
Al20La80Ni0,AM,TRUE
Al25La20Ni55,AM,TRUE
Al25La30Ni45,AM,TRUE
Al25La40Ni35,AM,TRUE
Al25La45Ni30,AM,TRUE
Al25La50Ni25,AM,TRUE
Al25La55Ni20,AM,TRUE
Al25La60Ni15,AM,TRUE
Al25La65Ni10,AM,TRUE
Al25La70Ni5,AM,TRUE
Al30La20Ni50,AM,TRUE
Al30La25Ni45,AM,TRUE
Al30La30Ni40,AM,TRUE
Al30La35Ni35,AM,TRUE
Al30La40Ni30,AM,TRUE
Al30La45Ni25,AM,TRUE
Al30La50Ni20,AM,TRUE
Al30La55Ni15,AM,TRUE
Al30La60Ni10,AM,TRUE
Al30La65Ni5,AM,TRUE
Al30La70Ni0,AM,TRUE
Al35La25Ni40,AM,TRUE
Al35La30Ni35,AM,TRUE
Al35La35Ni30,AM,TRUE
Al35La40Ni25,AM,TRUE
Al35La45Ni20,AM,TRUE
Al35La50Ni15,AM,TRUE
Al35La55Ni10,AM,TRUE
Al35La60Ni5,AM,TRUE
Al40La20Ni40,AM,TRUE
Al40La25Ni35,AM,TRUE
Al40La30Ni30,AM,TRUE
Al40La35Ni25,AM,TRUE
Al40La40Ni20,AM,TRUE
Al40La45Ni15,AM,TRUE
Al40La50Ni10,AM,TRUE
Al40La55Ni5,AM,TRUE
Al40La60Ni0,AM,TRUE
Al45La25Ni30,AM,TRUE
Al45La30Ni25,AM,TRUE
Al45La35Ni20,AM,TRUE
Al45La40Ni15,AM,TRUE
Al45La45Ni10,AM,TRUE
Al50La20Ni30,AM,TRUE
Al50La25Ni25,AM,TRUE
Al50La30Ni20,AM,TRUE
Al50La35Ni15,AM,TRUE
Al50La40Ni10,AM,TRUE
Al50La45Ni5,AM,TRUE
Al50La50Ni0,AM,TRUE
Al55La20Ni25,AM,TRUE
Al55La40Ni5,AM,TRUE
Al55La45Ni0,AM,TRUE
Al60La20Ni20,AM,TRUE
Al65La15Ni20,AM,TRUE
Al70La5Ni25,AM,TRUE
Al75La5Ni20,AM,TRUE
Al75La10Ni15,AM,TRUE
Al80La10Ni10,AM,TRUE
Al84La10Ni6,AM,TRUE
Al85La5Ni10,AM,TRUE
Al85La10Ni5,AM,TRUE
Al88La10Ni2,AM,TRUE
Al90La10Ni0,AM,TRUE
Al91La7Ni2,AM,TRUE
Al10La25Ni65,AC,FALSE
Al15La25Ni60,AC,FALSE
Al20La20Ni60,AC,FALSE
Al40La15Ni45,AC,FALSE
Al50La15Ni35,AC,FALSE
Al55La30Ni15,AC,FALSE
Al90La5Ni5,AC,FALSE
Al0La30Ni70,CR,FALSE
Al0La40Ni60,CR,FALSE
Al0La50Ni50,CR,FALSE
Al0La80Ni20,CR,FALSE
Al0La90Ni10,CR,FALSE
Al10La10Ni80,CR,FALSE
Al10La20Ni70,CR,FALSE
Al10La90Ni0,CR,FALSE
Al20La10Ni70,CR,FALSE
Al30La10Ni60,CR,FALSE
Al30La15Ni55,CR,FALSE
Al40La10Ni50,CR,FALSE
Al50La10Ni40,CR,FALSE
Al55La35Ni10,CR,FALSE
Al60La10Ni30,CR,FALSE
Al60La30Ni10,CR,FALSE
Al60La40Ni0,CR,FALSE
Al65La25Ni10,CR,FALSE
Al65La30Ni5,CR,FALSE
Al70La15Ni15,CR,FALSE
Al70La20Ni10,CR,FALSE
Al70La25Ni5,CR,FALSE
Al70La30Ni0,CR,FALSE
Al75La15Ni10,CR,FALSE
Al80La15Ni5,CR,FALSE
Al80La20Ni0,CR,FALSE
Al85La6Ni9,AM,TRUE
Al88La7Ni5,AM,TRUE
Al0La48Ni52,AM,TRUE
Al0La80Ni20,AM,TRUE
Al1La49Ni50,AM,TRUE
Al1La81Ni18,AM,TRUE
Al2La39Ni59,AM,TRUE
Al2La40Ni58,AM,TRUE
Al2La42Ni56,AM,TRUE
Al2La44Ni54,AM,TRUE
Al2La82Ni16,AM,TRUE
Al3La83Ni14,AM,TRUE
Al4La36Ni60,AM,TRUE
Al5La83Ni12,AM,TRUE
Al5La85Ni10,AM,TRUE
Al6La30Ni64,AM,TRUE
Al6La32Ni62,AM,TRUE
Al6La86Ni8,AM,TRUE
Al8La86Ni6,AM,TRUE
Al9La27Ni64,AM,TRUE
Al10La86Ni4,AM,TRUE
Al11La27Ni62,AM,TRUE
Al11La87Ni2,AM,TRUE
Al13La87Ni0,AM,TRUE
Al15La26Ni59,AM,TRUE
Al17La24Ni59,AM,TRUE
Al19La22Ni59,AM,TRUE
Al21La20Ni59,AM,TRUE
Al24La18Ni58,AM,TRUE
Al26La18Ni56,AM,TRUE
Al28La18Ni54,AM,TRUE
Al30La18Ni52,AM,TRUE
Al32La18Ni50,AM,TRUE
Al34La18Ni48,AM,TRUE
Al36La18Ni46,AM,TRUE
Al38La18Ni44,AM,TRUE
Al40La18Ni42,AM,TRUE
Al42La18Ni40,AM,TRUE
Al44La18Ni38,AM,TRUE
Al46La18Ni36,AM,TRUE
Al48La18Ni34,AM,TRUE
Al50La18Ni32,AM,TRUE
Al53La30Ni17,AM,TRUE
Al53La32Ni15,AM,TRUE
Al53La34Ni13,AM,TRUE
Al53La36Ni11,AM,TRUE
Al53La37Ni10,AM,TRUE
Al54La16Ni30,AM,TRUE
Al55La28Ni17,AM,TRUE
Al55La37Ni8,AM,TRUE
Al56La16Ni28,AM,TRUE
Al56La40Ni4,AM,TRUE
Al56La42Ni2,AM,TRUE
Al57La26Ni17,AM,TRUE
Al57La37Ni6,AM,TRUE
Al57La43Ni0,AM,TRUE
Al58La14Ni28,AM,TRUE
Al59La24Ni17,AM,TRUE
Al60La12Ni28,AM,TRUE
Al61La22Ni17,AM,TRUE
Al62La10Ni28,AM,TRUE
Al63La20Ni17,AM,TRUE
Al64La8Ni28,AM,TRUE
Al65La18Ni17,AM,TRUE
Al66La6Ni28,AM,TRUE
Al67La16Ni17,AM,TRUE
Al68La4Ni28,AM,TRUE
Al69La14Ni17,AM,TRUE
Al71La13Ni16,AM,TRUE
Al72La2Ni26,AM,TRUE
Al73La13Ni14,AM,TRUE
Al74La2Ni24,AM,TRUE
Al75La13Ni12,AM,TRUE
Al76La2Ni22,AM,TRUE
Al77La13Ni10,AM,TRUE
Al78La2Ni20,AM,TRUE
Al79La13Ni8,AM,TRUE
Al80La2Ni18,AM,TRUE
Al81La13Ni6,AM,TRUE
Al82La2Ni16,AM,TRUE
Al83La13Ni4,AM,TRUE
Al84La2Ni14,AM,TRUE
Al85La13Ni2,AM,TRUE
Al86La2Ni12,AM,TRUE
Al86La14Ni0,AM,TRUE
Al87La5Ni8,AM,TRUE
Al88La2Ni10,AM,TRUE
Al88La6Ni6,AM,TRUE
Al89La7Ni4,AM,TRUE
Al90La8Ni2,AM,TRUE
Al92La8Ni0,AM,TRUE
Al25La55Ni20,AM,TRUE
Al0La70Ni30,AM,TRUE
Al10La60Ni30,AM,TRUE
Al20La50Ni30,AM,TRUE
Al30La40Ni30,AM,TRUE
Al40La30Ni30,AM,TRUE
Al25La55Ni20,AM,TRUE
Al91La5Ni4,AM,TRUE
Al91La5Ni4,AM,TRUE
Al30La50Ni20,AM,TRUE
Al25La55Pt20,AM,TRUE
Al25La55Zn20,AM,TRUE
Al85La7.5Zr7.5,AM,TRUE
Al42Mg44Pd14,CR,FALSE
Al46Mg40Pd14,CR,FALSE
Al48Mg22Pd30,CR,FALSE
Al50Mg36Pd14,CR,FALSE
Al52Mg18Pd30,CR,FALSE
Al54Mg32Pd14,CR,FALSE
Al53Mg21Pd26,AM,TRUE
Al71Mg17Pd12,AM,TRUE
Al50Mg25Pd25,AC,FALSE
Al43Mg44Pd13,CR,FALSE
Al52Mg17Pd31,CR,FALSE
Al55Mg15Pd30,CR,FALSE
Al74Mg5Pd21,CR,FALSE
Al0Mg60Zn40,AM,TRUE
Al0Mg65Zn35,AM,TRUE
Al0Mg70Zn30,AM,TRUE
Al0Mg75Zn25,AM,TRUE
Al5Mg50Zn45,AM,TRUE
Al5Mg60Zn35,AM,TRUE
Al5Mg65Zn30,AM,TRUE
Al5Mg70Zn25,AM,TRUE
Al5Mg75Zn20,AM,TRUE
Al10Mg65Zn25,AM,TRUE
Al10Mg70Zn20,AM,TRUE
Al10Mg75Zn15,AM,TRUE
Al0Mg55Zn45,AC,FALSE
Al0Mg80Zn20,AC,FALSE
Al0Mg85Zn15,AC,FALSE
Al5Mg80Zn15,AC,FALSE
Al10Mg80Zn10,AC,FALSE
Al15Mg70Zn15,AC,FALSE
Al15Mg75Zn10,AC,FALSE
Al15Mg80Zn5,AC,FALSE
Al20Mg70Zn10,AC,FALSE
Al10Mg40Zn50,CR,FALSE
Al10Mg50Zn40,CR,FALSE
Al10Mg60Zn30,CR,FALSE
Al20Mg40Zn40,CR,FALSE
Al20Mg50Zn30,CR,FALSE
Al20Mg60Zn20,CR,FALSE
Al30Mg40Zn30,CR,FALSE
Al30Mg50Zn20,CR,FALSE
Al40Mg40Zn20,CR,FALSE
Al50Mg40Zn10,CR,FALSE
Al0Mg90Zn10,CR,FALSE
Al0Mg95Zn5,CR,FALSE
Al5Mg85Zn10,CR,FALSE
Al5Mg90Zn5,CR,FALSE
Al10Mg85Zn5,CR,FALSE
Al30Mg60Zn10,CR,FALSE
Al40Mg50Zn10,CR,FALSE
Al10Mg80Zn10,CR,FALSE
Al86.5Mn1Ni12.5,AM,TRUE
Al86.5Mn2Ni11.5,AM,TRUE
Al87Mn1Ni12,AM,TRUE
Al87Mn2Ni11,AM,TRUE
Al87Mn2.5Ni10.5,AM,TRUE
Al87.5Mn0.5Ni12,AM,TRUE
Al88Mn1Ni11,AM,TRUE
Al88Mn2Ni10,AM,TRUE
Al82Mn6Ni12,AC,FALSE
Al83Mn4Ni13,AC,FALSE
Al84Mn4Ni12,AC,FALSE
Al84Mn4Ni12,AC,FALSE
Al84Mn6Ni10,AC,FALSE
Al84Mn6Ni10,AC,FALSE
Al85Mn2Ni13,AC,FALSE
Al85Mn7Ni8,AC,FALSE
Al86Mn0Ni14,AC,FALSE
Al86Mn0Ni14,AC,FALSE
Al86Mn4Ni10,AC,FALSE
Al86Mn4Ni10,AC,FALSE
Al86Mn6Ni8,AC,FALSE
Al86Mn6Ni8,AC,FALSE
Al86Mn8Ni6,AC,FALSE
Al88Mn0Ni12,AC,FALSE
Al88Mn0Ni12,AC,FALSE
Al88Mn2Ni10,AC,FALSE
Al88Mn2Ni10,AC,FALSE
Al88Mn4Ni8,AC,FALSE
Al88Mn4Ni8,AC,FALSE
Al88Mn6Ni6,AC,FALSE
Al88Mn6Ni6,AC,FALSE
Al89Mn2Ni9,AC,FALSE
Al90Mn0Ni10,AC,FALSE
Al90Mn0Ni10,AC,FALSE
Al90Mn2Ni8,AC,FALSE
Al90Mn2Ni8,AC,FALSE
Al90Mn4Ni6,AC,FALSE
Al90Mn4Ni6,AC,FALSE
Al90Mn6Ni4,AC,FALSE
Al90Mn6Ni4,AC,FALSE
Al92Mn0Ni8,AC,FALSE
Al92Mn0Ni8,AC,FALSE
Al92Mn2Ni6,AC,FALSE
Al92Mn2Ni6,AC,FALSE
Al92Mn4Ni4,AC,FALSE
Al92Mn4Ni4,AC,FALSE
Al92Mn6Ni2,AC,FALSE
Al92Mn6Ni2,AC,FALSE
Al94Mn2Ni4,AC,FALSE
Al94Mn2Ni4,AC,FALSE
Al94Mn4Ni2,AC,FALSE
Al94Mn4Ni2,AC,FALSE
Al94Mn0Ni6,CR,FALSE
Al94Mn0Ni6,CR,FALSE
Al94Mn6Ni0,CR,FALSE
Al96Mn0Ni4,CR,FALSE
Al96Mn0Ni4,CR,FALSE
Al96Mn2Ni2,CR,FALSE
Al96Mn2Ni2,CR,FALSE
Al96Mn4Ni0,CR,FALSE
Al96Mn4Ni0,CR,FALSE
Al98Mn0Ni2,CR,FALSE
Al98Mn0Ni2,CR,FALSE
Al98Mn2Ni0,CR,FALSE
Al98Mn2Ni0,CR,FALSE
Al100Mn0Ni0,CR,FALSE
Al80Mn6Ni14,CR,FALSE
Al80Mn8Ni12,CR,FALSE
Al82Mn4Ni14,CR,FALSE
Al82Mn6Ni12,CR,FALSE
Al82Mn8Ni10,CR,FALSE
Al84Mn2Ni14,CR,FALSE
Al84Mn8Ni8,CR,FALSE
Al86Mn8Ni6,CR,FALSE
Al88Mn8Ni4,CR,FALSE
Al90Mn8Ni2,CR,FALSE
Al92Mn8Ni0,CR,FALSE
Al80Mn15Ni5,CR,FALSE
Al45Mn20Si35,AM,TRUE
Al50Mn15Si35,AM,TRUE
Al50Mn20Si30,AM,TRUE
Al55Mn10Si35,AM,TRUE
Al55Mn15Si30,AM,TRUE
Al55Mn20Si25,AM,TRUE
Al60Mn10Si30,AM,TRUE
Al60Mn15Si25,AM,TRUE
Al65Mn10Si25,AM,TRUE
Al65Mn15Si20,AM,TRUE
Al40Mn25Si35,AC,FALSE
Al45Mn15Si40,AC,FALSE
Al50Mn25Si25,AC,FALSE
Al60Mn5Si35,AC,FALSE
Al70Mn5Si25,AC,FALSE
Al60Mn20Si20,CR,FALSE
Al65Mn20Si15,CR,FALSE
Al60Mn10Si30,AM,TRUE
Al66Mn14Si20,AM,TRUE
Al60Mn20Si20,CR,FALSE
Al76.6Mn17.4Si6,CR,FALSE
Al78.6Mn17.4Si4,CR,FALSE
Al66.6Mn17.4Si16,CR,FALSE
Al68.6Mn17.4Si14,CR,FALSE
Al70.6Mn17.4Si12,CR,FALSE
Al72.5Mn17.4Si10.1,CR,FALSE
Al74.6Mn17.4Si8,CR,FALSE
Al53Mn20Si27,AM,TRUE
Al15Mn15Zr70,AM,TRUE
Al65Mo5Ni30,AM,TRUE
Al70Mo5Ni25,AM,TRUE
Al70Mo10Ni20,AM,TRUE
Al75Mo5Ni20,AM,TRUE
Al75Mo10Ni15,AM,TRUE
Al80Mo5Ni15,AM,TRUE
Al85Mo3Ni12,AM,TRUE
Al85Mo5Ni10,AM,TRUE
Al65Nd15Ni20,AM,TRUE
Al70Nd10Ni20,AM,TRUE
Al70Nd15Ni15,AM,TRUE
Al74Nd10Ni16,AM,TRUE
Al75Nd10Ni15,AM,TRUE
Al75Nd15Ni10,AM,TRUE
Al79Nd10Ni11,AM,TRUE
Al80Nd5Ni15,AM,TRUE
Al80Nd10Ni10,AM,TRUE
Al81Nd9Ni10,AM,TRUE
Al83Nd7Ni10,AM,TRUE
Al83Nd9Ni8,AM,TRUE
Al84Nd10Ni6,AM,TRUE
Al85Nd5Ni10,AM,TRUE
Al85Nd7Ni8,AM,TRUE
Al85Nd9Ni6,AM,TRUE
Al85Nd10Ni5,AM,TRUE
Al86Nd14Ni0,AM,TRUE
Al87Nd5Ni8,AM,TRUE
Al87Nd7Ni6,AM,TRUE
Al88Nd10Ni2,AM,TRUE
Al88Nd12Ni0,AM,TRUE
Al90Nd5Ni5,AM,TRUE
Al90Nd10Ni0,AM,TRUE
Al92Nd8Ni0,AM,TRUE
Al80Nd15Ni5,AC,FALSE
Al65Nd20Ni15,CR,FALSE
Al70Nd20Ni10,CR,FALSE
Al75Nd5Ni20,CR,FALSE
Al75Nd20Ni5,CR,FALSE
Al94Nd6Ni0,CR,FALSE
Al25Nd55Ni20,AM,TRUE
Al80Nd2Ni18,AM,TRUE
Al80Nd4Ni16,AM,TRUE
Al80Nd8Ni12,AM,TRUE
Al80Nd10Ni10,AM,TRUE
Al80Nd12Ni8,AM,TRUE
Al82Nd2Ni16,AM,TRUE
Al82Nd4Ni14,AM,TRUE
Al82Nd6Ni12,AM,TRUE
Al82Nd8Ni10,AM,TRUE
Al82Nd10Ni8,AM,TRUE
Al84Nd1Ni15,AM,TRUE
Al84Nd2Ni14,AM,TRUE
Al84Nd4Ni12,AM,TRUE
Al84Nd6Ni10,AM,TRUE
Al84Nd8Ni8,AM,TRUE
Al84Nd10Ni6,AM,TRUE
Al84Nd12Ni4,AM,TRUE
Al85Nd2Ni13,AM,TRUE
Al86Nd1Ni13,AM,TRUE
Al86Nd2Ni12,AM,TRUE
Al86Nd4Ni10,AM,TRUE
Al86Nd6Ni8,AM,TRUE
Al86Nd8Ni6,AM,TRUE
Al86Nd10Ni4,AM,TRUE
Al88Nd1Ni11,AM,TRUE
Al88Nd2Ni10,AM,TRUE
Al88Nd4Ni8,AM,TRUE
Al88Nd6Ni6,AM,TRUE
Al88Nd8Ni4,AM,TRUE
Al88Nd10Ni2,AM,TRUE
Al88Nd12Ni0,AM,TRUE
Al90Nd2Ni8,AM,TRUE
Al90Nd3Ni7,AM,TRUE
Al90Nd4Ni6,AM,TRUE
Al90Nd6Ni4,AM,TRUE
Al90Nd8Ni2,AM,TRUE
Al90Nd10Ni0,AM,TRUE
Al92Nd8Ni0,AM,TRUE
Al86Nd14Ni0,AC,FALSE
Al90Nd1Ni9,AC,FALSE
Al92Nd2Ni6,AC,FALSE
Al92Nd4Ni4,AC,FALSE
Al92Nd6Ni2,AC,FALSE
Al94Nd4Ni2,AC,FALSE
Al94Nd6Ni0,AC,FALSE
Al96Nd4Ni0,AC,FALSE
Al98Nd2Ni0,AC,FALSE
Al94Nd2Ni4,CR,FALSE
Al96Nd2Ni2,CR,FALSE
Al52Ni23Si25,AM,TRUE
Al66Ni10Si24,AM,TRUE
Al71Ni4Si25,AM,TRUE
Al79Ni10Si11,AM,TRUE
Al65Ni15Si20,AM,TRUE
Al65Ni16Si19,AM,TRUE
Al65Ni17.5Si17.5,AM,TRUE
Al66.5Ni15Si18.5,AM,TRUE
Al67.5Ni15Si17.5,AM,TRUE
Al70Ni13Si17,AM,TRUE
Al70Ni15Si15,AM,TRUE
Al65Ni15Sm20,AM,TRUE
Al70Ni10Sm20,AM,TRUE
Al70Ni15Sm15,AM,TRUE
Al70Ni20Sm10,AM,TRUE
Al75Ni10Sm15,AM,TRUE
Al75Ni15Sm10,AM,TRUE
Al78Ni10Sm12,AM,TRUE
Al80Ni5Sm15,AM,TRUE
Al80Ni10Sm10,AM,TRUE
Al80Ni15Sm5,AM,TRUE
Al81Ni10Sm9,AM,TRUE
Al83Ni8Sm9,AM,TRUE
Al83Ni8Sm9,AM,TRUE
Al83Ni10Sm7,AM,TRUE
Al84Ni0Sm16,AM,TRUE
Al85Ni5Sm10,AM,TRUE
Al85Ni6Sm9,AM,TRUE
Al85Ni8Sm7,AM,TRUE
Al85Ni10Sm5,AM,TRUE
Al86Ni0Sm14,AM,TRUE
Al87Ni6Sm7,AM,TRUE
Al87Ni8Sm5,AM,TRUE
Al88Ni0Sm12,AM,TRUE
Al89Ni1Sm10,AM,TRUE
Al90Ni0Sm10,AM,TRUE
Al90Ni5Sm5,AM,TRUE
Al92Ni0Sm8,AM,TRUE
Al75Ni5Sm20,AC,FALSE
Al75Ni20Sm5,CR,FALSE
Al82Ni0Sm18,CR,FALSE
Al94Ni0Sm6,CR,FALSE
Al25Ni20Sm55,AM,TRUE
Al0Ni30Ti70,AM,TRUE
Al0Ni33Ti67,AM,TRUE
Al0Ni40Ti60,AM,TRUE
Al10Ni30Ti60,AM,TRUE
Al10Ni40Ti50,AM,TRUE
Al20Ni20Ti60,AM,TRUE
Al20Ni30Ti50,AM,TRUE
Al20Ni40Ti40,AM,TRUE
Al25Ni25Ti50,AM,TRUE
Al25Ni35Ti40,AM,TRUE
Al0Ni50Ti50,AC,FALSE
Al0Ni55Ti45,AC,FALSE
Al5Ni50Ti45,AC,FALSE
Al10Ni45Ti45,AC,FALSE
Al0Ni75Ti25,CR,FALSE
Al10Ni70Ti20,CR,FALSE
Al31Ni50Ti19,CR,FALSE
Al40Ni50Ti10,CR,FALSE
Al0Ni40Ti60,AM,TRUE
Al10Ni36Ti54,AM,TRUE
Al20Ni32Ti48,AM,TRUE
Al30Ni28Ti42,AM,TRUE
Al10Ni25Ti65,AM,TRUE
Al10Ni25Ti65,AM,TRUE
Al15Ni25Ti60,AM,TRUE
Al94.1Ni0Ti5.9,CR,FALSE
Al95.8Ni0.7Ti3.5,CR,FALSE
Al97.1Ni0Ti2.9,CR,FALSE
Al98.9Ni0Ti1.1,CR,FALSE
Al50Ni30Y20,AM,TRUE
Al55Ni25Y20,AM,TRUE
Al60Ni20Y20,AM,TRUE
Al60Ni25Y15,AM,TRUE
Al65Ni20Y15,AM,TRUE
Al70Ni20Y10,AM,TRUE
Al75Ni10Y15,AM,TRUE
Al80Ni10Y10,AM,TRUE
Al80Ni15Y5,AM,TRUE
Al82Ni5Y13,AM,TRUE
Al82Ni8Y10,AM,TRUE
Al85Ni0Y15,AM,TRUE
Al85Ni5Y10,AM,TRUE
Al85Ni10Y5,AM,TRUE
Al86Ni0Y14,AM,TRUE
Al87Ni0Y13,AM,TRUE
Al87Ni3Y10,AM,TRUE
Al87Ni5Y8,AM,TRUE
Al87Ni10Y3,AM,TRUE
Al88Ni0Y12,AM,TRUE
Al89Ni0Y11,AM,TRUE
Al90Ni0Y10,AM,TRUE
Al90Ni5Y5,AM,TRUE
Al91Ni0Y9,AM,TRUE
Al92Ni0Y8,AM,TRUE
Al80Ni5Y15,AC,FALSE
Al90Ni5Y5,AC,FALSE
Al70Ni10Y20,CR,FALSE
Al86Ni0Y14,CR,FALSE
Al90Ni10Y0,CR,FALSE
Al92Ni0Y8,CR,FALSE
Al60Ni20Y20,AM,TRUE
Al65Ni20Y15,AM,TRUE
Al70Ni15Y15,AM,TRUE
Al75Ni10Y15,AM,TRUE
Al75Ni15Y10,AM,TRUE
Al78Ni15Y7,AM,TRUE
Al80Ni10Y10,AM,TRUE
Al80Ni15Y5,AM,TRUE
Al85Ni5Y10,AM,TRUE
Al85Ni10Y5,AM,TRUE
Al87Ni5Y8,AM,TRUE
Al88Ni0Y12,AM,TRUE
Al88Ni10Y2,AM,TRUE
Al90Ni0Y10,AM,TRUE
Al90Ni5Y5,AM,TRUE
Al65Ni15Y20,AC,FALSE
Al80Ni5Y15,AC,FALSE
Al70Ni10Y20,CR,FALSE
Al70Ni20Y10,CR,FALSE
Al75Ni5Y20,CR,FALSE
Al75Ni20Y5,CR,FALSE
Al86Ni0Y14,CR,FALSE
Al92Ni0Y8,CR,FALSE
Al87Ni5Y8,AM,TRUE
Al88Ni9Y3,AM,TRUE
Al25Ni20Y55,AM,TRUE
Al85Ni5Y10,AM,TRUE
Al85Ni10Y5,AM,TRUE
Al60Ni30Zr10,AM,TRUE
Al65Ni20Zr15,AM,TRUE
Al70Ni20Zr10,AM,TRUE
Al80Ni15Zr5,AM,TRUE
Al82Ni13Zr5,AM,TRUE
Al83Ni10Zr7,AM,TRUE
Al84Ni10Zr6,AM,TRUE
Al85Ni10Zr5,AM,TRUE
Al86Ni9Zr5,AM,TRUE
Al86Ni10Zr4,AM,TRUE
Al87Ni10Zr3,AM,TRUE
Al70Ni15Zr15,AC,FALSE
Al70Ni25Zr5,AC,FALSE
Al82Ni10Zr8,AC,FALSE
Al83Ni15Zr2,AC,FALSE
Al87.5Ni7.5Zr5,AC,FALSE
Al88Ni10Zr2,AC,FALSE
Al55Ni30Zr15,CR,FALSE
Al60Ni20Zr20,CR,FALSE
Al0Ni36Zr64,AM,TRUE
Al5Ni34.2Zr60.8,AM,TRUE
Al10Ni32.4Zr57.6,AM,TRUE
Al15Ni30.6Zr54.4,AM,TRUE
Al20Ni28.8Zr51.2,AM,TRUE
Al25Ni27Zr48,AM,TRUE
Al0Ni20Zr80,AM,TRUE
Al0Ni30Zr70,AM,TRUE
Al0Ni40Zr60,AM,TRUE
Al0Ni50Zr50,AM,TRUE
Al0Ni60Zr40,AM,TRUE
Al0Ni65Zr35,AM,TRUE
Al5Ni15Zr80,AM,TRUE
Al5Ni20Zr75,AM,TRUE
Al5Ni25Zr70,AM,TRUE
Al5Ni30Zr65,AM,TRUE
Al5Ni35Zr60,AM,TRUE
Al5Ni40Zr55,AM,TRUE
Al5Ni45Zr50,AM,TRUE
Al5Ni50Zr45,AM,TRUE
Al5Ni55Zr40,AM,TRUE
Al5Ni60Zr35,AM,TRUE
Al5Ni65Zr30,AM,TRUE
Al10Ni10Zr80,AM,TRUE
Al10Ni15Zr75,AM,TRUE
Al10Ni20Zr70,AM,TRUE
Al10Ni25Zr65,AM,TRUE
Al10Ni30Zr60,AM,TRUE
Al10Ni35Zr55,AM,TRUE
Al10Ni40Zr50,AM,TRUE
Al10Ni50Zr40,AM,TRUE
Al10Ni55Zr35,AM,TRUE
Al10Ni60Zr30,AM,TRUE
Al15Ni5Zr80,AM,TRUE
Al15Ni10Zr75,AM,TRUE
Al15Ni15Zr70,AM,TRUE
